دست,بازیکن,کارت‌های دست بازیکن,کارت‌های بازی‌شده,خال حکم,کارت بازی‌شده توسط بازیکن,برنده دست
6,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,10 دل,2
6,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,آس خشت,2
7,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,4 دل,3
7,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,آس دل,3
7,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,2 گشنیز,3
7,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,7 دل,3
8,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,9 گشنیز,0
8,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,ملکه خشت,0
8,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,3 پیک,0
8,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,آس پیک,0
9,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,3 گشنیز,2
9,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,8 گشنیز,2
9,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,2 خشت,2
9,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,شاه پیک,2
10,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,سرباز پیک,2
10,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,10 خشت,2
10,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,9 دل,2
10,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,7 پیک,2
11,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,سرباز دل,2
11,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,3 دل,2
11,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,3 خشت,2
11,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,2 دل,2
12,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,9 پیک,2
12,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,9 خشت,2
12,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,آس گشنیز,2
12,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,شاه دل,2
13,0,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,8 خشت,0
13,1,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,5 خشت,0
13,2,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,2 پیک,0
13,3,,"ملکه گشنیز, 10 پیک, 6 گشنیز, ملکه پیک, 6 خشت, 7 خشت, 6 پیک, شاه خشت, ملکه دل, 4 خشت, 4 پیک, 5 پیک, 6 دل, 4 گشنیز, 8 پیک, 7 گشنیز, سرباز خشت, سرباز گشنیز, 10 گشنیز, شاه گشنیز, 5 گشنیز, 8 دل, 10 دل, آس خشت, 4 دل, آس دل, 2 گشنیز, 7 دل, 9 گشنیز, ملکه خشت, 3 پیک, آس پیک, 3 گشنیز, 8 گشنیز, 2 خشت, شاه پیک, سرباز پیک, 10 خشت, 9 دل, 7 پیک, سرباز دل, 3 دل, 3 خشت, 2 دل, 9 پیک, 9 خشت, آس گشنیز, شاه دل, 8 خشت, 5 خشت, 2 پیک, 5 دل",دل,5 دل,0
1,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,2 خشت,0
1,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,10 گشنیز,0
1,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,5 گشنیز,0
1,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,شاه دل,0
